source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-17/chandigarh/41420266_1_rohtang-tunnel-work-lahaul-spiti-mla-ravi-thakur-kullu,2013-07-27 00:00:00,"Malling, Himachal Pradesh","Another road to Spiti from Kinnaur is already damaged at Malling, where landslide washed away a large portion of it. The calamity has left many tourists and vehicles stranded in Spiti valley. ""The road is damaged at four stretches. I left my car on the road and reached Keylong after walking on foot for hours,"" said Ajay Kumar, a taxi driver. Shimla-Kinnaur-Spiti road which was damaged after a cloudbursts in mid June had opened for vehicular traffic in the last week of July month. The road was again damaged at Malling. A closing down of both the roads has severely affected Spiti and Kinnaur, when it is peak tourist season. Lahaul-Spiti MLA Ravi Thakur said that he has requested Border Roads Organization for early restoration of the road. ""Closure of the road even for a single day may affect livelihood of many people. We are checking whether tourist has been affected after the blockade of road,"" he said.","Malling, Himachal Pradesh",10km,landslide,mining,medium,unknown,,,31.8931,78.62999999999998,India,Himachal Pradesh,Khab,2014-04-01 00:00:00
Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987,2007-07-30 00:00:00,Joshimath,Pipalkothi,Joshimath,50km,landslide,downpour,medium,unknown,,,30.557,79.56,India,Uttaranchal,Joshimath,2014-04-01 00:00:00
Nepal News,http://www.nepalnews.com/main/index.php/news-archive/19-general/7470-five-killed-five-missing-in-landslide-in-kaski-shyangja.html,2010-07-11 09:00:00,"Mattikhan(?), Kristinachnaichaur VDC-9(?), Khisti area(?), Kaski district","Five persons have been killed and five others missing in three separate landslides in Kaski and Shyangja Sunday morning.   Most parts of the country have seen incessant rains as monsoon has become fully active from Saturday.   Likewise, five persons have been missing in a landslide in Khisti area of the district. ","Mattikhan(?), Kristinachnaichaur VDC-9(?), Khisti area(?), Kaski district",50km,landslide,downpour,medium,unknown,,,28.299,84.0366,Nepal,Gandaki,Gate,2014-04-01 00:00:00
eKantipur,http://www.ekantipur.com/2015/05/02/national/rescuers-recover-16-bodies-from-tatopani-landslides/404743.html,2015-05-01 00:00:00,"Miteripul, Chaku, Jhyalebhir, Nayapur, Daklang Paharo and Jhirpu, Tatopani along Araniko Highway","It is suspected that scores of people, including some foreigners, visiting Tatopani and around 25 vehicles were buried in landslides triggered by Saturday’s massive earthquake. 16 bodies have been recovered so far.","Miteripul, Chaku, Jhyalebhir, Nayapur, Daklang Paharo and Jhirpu, Tatopani along Araniko Highway",1km,landslide,earthquake,small,above_road,16.0,0.0,27.9715,85.9623,Nepal,Bagmati,Barahbise,2015-07-08 18:30:45
sify.com,http://sify.com/finance/rains-landslides-force-changes-in-himalayan-motor-rally-news-default-kkgnObjjjhe.html,2010-10-03 00:00:00,"road from Pinjore(Pinjaur), Haryana to Nalagarh, Himachal Pradesh","Shimla, Oct 6 (IANS) Incessant rainfall leading to landslides has affected the annual Raid-de-Himalaya motor rally in Himachal Pradesh starting Oct 10, as some routes may have to be abandoned due to the closure of roads.   'In the first stage of the X-treme category, a stretch of the road from Pinjore (in Haryana) to Nalagarh (in Himachal Pradesh) has been abandoned as it could not be restored.","road from Pinjore(Pinjaur), Haryana to Nalagarh, Himachal Pradesh",25km,landslide,continuous_rain,medium,unknown,0.0,,30.9141,76.818,India,Himachal Pradesh,Kalka,2014-04-01 00:00:00
Hindustan Times,http://www.hindustantimes.com/amritsar/jathedar-makkar-condole-death-of-pilgrims-in-manikaran-landslip/article1-1381473.aspx,2015-08-18 15:00:00,the Sikh shrine in Manikaran,Akal Takht Jathedar Giani Gurbachan Singh and Shiromani Gurdwara Parbandhak Committee (SGPC) chief Avtar Singh Makkar on Tuesday condoled the death of seven pilgrims at the Sikh shrine in Manikaran in Himachal Pradesh (HP) following a landslide which also caused damage to the gurdwara.,the Sikh shrine in Manikaran,1km,rock_fall,rain,medium,unknown,8.0,10.0,32.0275,77.3446,India,Himachal Pradesh,Himachal Pradesh,2016-05-10 19:08:40
Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/06/at-least-one-dead-following-landslide.html,2014-06-07 00:00:00,"Kolti, Bajura District","One man is known to have died and another is still missing following a landslide at Kolti in the Bajura District of Western Nepal on the evening of Saturday 7 June/2014. The dead man has been named as Gore Rokaya (58), while Kar Budha (45) is still missing. Budha's son Dinesh (5) and daughter Bimala (8), who were also lost in the incident, have now been rescued by the Napali Army. The landslide has reportedly destroyed five houses, and damaged a further five plus a medical center. The landslide was reportedly caused by a flash flood. Landslides are a common problem after severe weather events, as excess pore water pressure can overcome cohesion in soil and sediments, allowing them to flow like liquids. Approximately 90% of all landslides are caused by heavy rainfall. June is peak monsoon season in Bajura District, with the area typically receiving over 100 mm of rain. Incessant rainfall with landslides claimed three lives while six houses were swept away in Kolti VDC of Bajura, on Satu","Kolti, Bajura District",10km,landslide,continuous_rain,medium,unknown,3.0,0.0,29.5442,81.6254,Nepal,Seti,Ramu,2014-08-24 00:00:00
The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-near-kalikhola-sweeps-cops-van-truck-into-trishuli-river/,2017-06-22 22:00:00,Landslide blocks Narayangadh-Muglin Road in Charkilo,Landslide blocks Narayangarh-Muglin Road. Article sparse on details,"Charkilo (??), Narayani Zone, Nepal",25km,landslide,rain,small,above_road,0.0,0.0,27.795325910000003,84.43283218,Nepal,Narayani,Narayangarh,2017-07-07 13:16:29
Business Standard,http://www.business-standard.com/article/pti-stories/express-train-stuck-for-hours-due-to-mudslide-114090700007_1.html,2014-11-07 00:00:00,Ramnagar railway station,Katra-bound Shri Shakti express train was stuck for hours today on Udhampur-Katra route due to mudslide triggered by heavy rain in Udhampur district today.,Ramnagar railway station,25km,mudslide,downpour,medium,other,0.0,0.0,32.9411,75.0922,India,Jammu and Kashmir,Udhampur,2014-11-06 19:27:57
www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=56262,2013-06-15 00:00:00,"Mid-Hills Highway, Myanglung In Terhathum To Chiyobhanjyang","The ongoing construction of the mid hills highway has been largely affected by the incessant rainfall as the landslides unleashed by heavy rainfall have obstructed transportation of the equipment necessary for the road project. ÒWe were building six bridges as part of the road project, but landslides have obstructed our work, said Shree Jabegu, an engineer working for the project. ""Landslides have occurred along various points of the road making it impossible for us to continue work. We have not been able to carry equipment to the construction site,Ó said Jabegu. The highway will link the hilly areas of the east with those in the western part of the country. Currently, track opening works from Chyangthapu of Panchthar to Chiyobhanjyang near the India and Sikkim border is on. ÒWe had aimed to complete the 2km stretch connecting Myanglung in Terhathum to Chiyobhanjyang by the end of October. But we may run out of schedule, if the rains continue to obstruct our work,Ó said Jabegu.","Mid-Hills Highway, Myanglung In Terhathum To Chiyobhanjyang",25km,landslide,rain,medium,unknown,0.0,,27.1418,87.7788,Nepal,Mechi,Beteni,2014-04-01 00:00:00
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,2010-08-06 00:15:00,"Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir",5km,landslide,downpour,large,unknown,182.0,,34.2116,77.35039999999998,India,Jammu and Kashmir,Machakka,2014-09-15 19:29:46
ICIMOD,http://www.icimod.org/?q=17175,2015-03-03 00:00:00,Limi of Humla,"It has been reported that a massive avalanche in Limi of Humla district in western Nepal has blocked the Karnali River on Tuesday (3 March 2015). As a result, the water level has suddenly been lowered in the downstream. The intense Westerlies have brought heavy snow and rain for the past couple of days, and access to the site by air has been hindered by bad weather. According to the Department of Hydrology and Meteorology (DHM), Dadeldhura received 67 mm of rain yesterday, while Dhangadhi received 64 mm and Birendranagar and Jumla each received 56 mm of rain. This high 24-hour precipitation could have triggered a landslide. Meanwhile, use of satellite data for preliminary survey has been rendered futile by thick cloud cover, as indicated by MODIS images.",Limi of Humla,25km,snow_avalanche,unknown,medium,above_river,0.0,0.0,30.1818,81.4392,Nepal,Karnali,Siar,2015-03-09 22:22:11
The Indian Express,http://indianexpress.com/article/india/india-news-india/jammu-srinagar-national-highway-opens-for-traffic-2959736/,2016-08-07 00:00:00,"Seri, Ramban","The Jammu-Srinagar National highway was closed for vehicular traffic due to landslides triggered by heavy rains at Gangroo, Panthal, Seri and Karool areas in Ramban district. Canal road-Jewel chowk and Akhnoor road-Bakshinagar areas witnessed heavy traffic jam for several hours, police officials said.","Seri, Ramban",5km,landslide,downpour,medium,above_road,0.0,0.0,33.2483,75.21309999999998,India,Jammu and Kashmir,Chaunkri,2016-08-19 19:37:19
Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-due-to-landslide_1521969,2011-03-19 00:00:00,"Jammu-Srinagar hwy, Panthal, Ramban, Jammu and Kashmir","Mar 19, 2011, 18:02 IST   he Jammu-Srinagar National Highway, which is the only surface link between Kashmir and rest of the country, was closed for vehicular traffic today due to a landslide triggered by heavy rains in Ramban district of Jammu & Kashmir today.  The 300-km-long highway was closed after landslides were triggered by heavy rains at Panthal in Ramban district this afternoon, senior superintendent of police, National Highway, Kifayat Haider said.","Jammu-Srinagar hwy, Panthal, Ramban, Jammu and Kashmir",25km,landslide,downpour,medium,above_road,,,33.3390327,75.1916877,India,Jammu and Kashmir,Gund,2014-04-01 00:00:00
indiascanner.com,http://indiascanner.com/65-died-in-flood-landslide-in-uttarakhand-15849,2010-09-19 18:00:00,"near Chausali village(?), Almora district, Uttarakhand",At least 65 people died and 9 more lost in landslides and flash floods In Uttrakhand.  Uttarakhand is suffering heavy rainfall in the past two days and the rain has caused extensive destruction.   Kailash Mansarover Yatris have been abandoned in Chausali village in Almora district after heavy rain caused landslides.,"near Chausali village(?), Almora district, Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,29.6131,79.494,India,Uttaranchal,Almora,2014-04-01 00:00:00
nepal1st,http://www.nepal1st.com/modules.php?name=News&file=article&sid=1053,2008-08-16 00:00:00,"Sadi VDC, Pyuthan district","occurred Saturday night, people were heading to Barman temple","Sadi VDC, Pyuthan district",25km,landslide,downpour,medium,unknown,2.0,,28.0993,82.8332,Nepal,Rapti,Pyuthan,2014-04-01 00:00:00
kantipuronline,http://www.kantipuronline.com/kolnews.php?&nid=156226,2008-08-06 00:00:00,Amkot in Brahmatola VDC ward-2 ,four houses were swept away in a massive landslide that came from above their houses while they were sleeping,Amkot in Brahmatola VDC ward-2 ,50km,landslide,downpour,large,unknown,10.0,,29.428,81.28,Nepal,Seti,Bajura,2014-04-01 00:00:00
thehindu,http://www.thehindu.com/news/states/other-states/article2801278.ece,2012-01-12 22:00:00,"Shatani Nallah, Ramban District","The 300-km-long Jammu-Srinagar national highway reopened for vehicular traffic today, a day after it was shut due to landslide in Ramban district. One-way movement of traffic from Srinagar to Jammu on the highway was allowed, officials said. Around 300 vehicles, stranded on the highway, left for their respective destinations, they said. The highway was closed following a landslide at Shatani Nallah yesterday.","Shatani Nallah, Ramban District",10km,landslide,downpour,medium,unknown,0.0,,33.2407,75.2373,India,Jammu and Kashmir,Chaunkri,2014-04-01 00:00:00
The Northlines,http://thenorthlines.com/readMore.aspx?nid=38956,2015-04-07 00:00:00,Khanpora,"Locals informed CNS that following the sinking of karewa, three houses collapsed and damaged completely due to mudslide.",Khanpora,1km,landslide,continuous_rain,medium,urban,0.0,1.0,34.2088,74.3279,India,Jammu and Kashmir,Baramula,2015-07-13 18:49:00
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2010-09-19 00:00:00,"road to Chopal, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","road to Chopal, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,30.9544,77.50629999999998,India,Himachal Pradesh,Silori,2014-04-01 00:00:00
